ID,NOM,CARREC,TRACTAMENT,RESP,IDDEP,DEP,IDPARE,CODIDEP,NIF,ORDRE,DATA MODIFICACIO,DATACREACIO,CP,POB,CODI_INE_MUNICIPI,COM,ADRECA,LATITUD,LONGITUD,Georeferència
21998,Àrea Experiència d'Usuari,Cap de l'Àrea d'Experiència d'Usuari,Sr.,Eduard Prats Gil,6,Departament de la Presidència,23132,PRE,,216000,15/03/2024,26/11/2021,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
22530,Àrea de Qualitat,cap de l'Àrea de Qualitat,Sr.,Antonio Lunar Mauri,6,Departament de la Presidència,23132,PRE,,215000,14/03/2024,03/11/2022,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20973,Direcció Àrea TIC Interior,Directora Àrea TIC Interior,Sra.,Maria Montserrat Urgel i Vila,6,Departament de la Presidència,23135,PRE,,122500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20968,Direcció Àrea TIC Acció Exterior i Unió Europea,Director Àrea TIC Acció Exterior i Unió Europea,Sr.,Ricardo Yebenes Reyes,6,Departament de la Presidència,23135,PRE,,106500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20975,Direcció Àrea TIC Territori,Director Àrea TIC Territori,Sr.,Sergio Rubi Carnacea,6,Departament de la Presidència,23135,PRE,,126500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20974,"Direcció Àrea TIC  Justícia, Drets i Memòria","Directora Àrea TIC  Justícia, Drets i Memòria",Sra.,Laura Manso Cortés,6,Departament de la Presidència,23135,PRE,,123500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20979,Direcció Àrea TIC Drets Socials,Director Àrea TIC Drets Socials,Sr.,Jordi Amat Batalla,6,Departament de la Presidència,23135,PRE,,118500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20972,Direcció Àrea TIC Empresa i Treball,Director Àrea TIC Empresa i Treball,Sr.,David Jaume Matas i Jose,6,Departament de la Presidència,23135,PRE,,120500,19/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20969,"Direcció Àrea TIC Acció Climàtica, Alimentació i Agenda Rural","Director Àrea TIC Acció Climàtica, Alimentació i Agenda Rural",Sr.,Francisco José Baulies Iglesia,6,Departament de la Presidència,23135,PRE,,105500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20977,Direcció Àrea TIC Salut,Director Àrea TIC Salut,Sr.,Jordi Gabaldà i Azofra,6,Departament de la Presidència,23135,PRE,,125500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
22032,Direcció Àrea TIC Igualtat i Feminismes,Director Àrea TIC Igualtat i Feminismes,Sr.,Carles Julbe Norte,6,Departament de la Presidència,23135,PRE,,121500,15/03/2024,03/11/2022,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
22024,Direcció Àrea TIC Recerca i Universitats,Directora Àrea TIC Recerca i Universitats,Sra.,Matilde Piulachs Riba,6,Departament de la Presidència,23135,PRE,,124500,15/03/2024,20/12/2021,08003,Barcelona,08019,Barcelonès,Laietana 16,41.383493438,2.1795401,
23136,Direcció de Govern i Model d'Àmbits,Director de Govern i Model d'Àmbits,Sr.,Manuel Peña Camacho,6,Departament de la Presidència,23135,PRE,,0,15/03/2024,14/03/2024,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20971,Direcció Àrea TIC Educació,Directora de l'Àrea TIC Educació,Sra.,Maria del Carmen Andrés i Pera,6,Departament de la Presidència,23135,PRE,,119500,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20970,Direcció Àrea TIC Cultura,Directora Àrea TIC Cultura,Sra.,Lourdes Sanchez Gallego,6,Departament de la Presidència,23135,PRE,,108000,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
22970,Gerència de Serveis Generals i Finances (IFERCAT),gerent de Serveis Generals i Finances,Sr.,Pere Rovira Muntané,3392,Departament de Territori,23137,PTO,,2000,14/03/2024,18/10/2023,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
20976,Direcció Àrea TIC Presidència,Directora Àrea TIC Presidència,Sra.,Maite Sainz de la Rosa,6,Departament de la Presidència,23138,PRE,,117000,15/03/2024,06/03/2019,08002,Barcelona,08019,Barcelonès,Sant Honorat 1-3,41.382684435,2.176473619,
22390,Direcció d'Analítica i Dada,director d'Analítica i Dada,Sr.,Xavier Puig Farre,6,Departament de la Presidència,23138,PRE,,1000,15/03/2024,03/11/2022,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
20980,Direcció Àrea TIC Economia i Hisenda,Director Àrea TIC Economia i Hisenda,Sr.,Manuel Nieto Romero,6,Departament de la Presidència,23138,PRE,,122000,15/03/2024,06/03/2019,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
23141,Àrea de Transformació Digital,Cap de l'Àrea de Transformació Digital,Sr.,Alexandre Blanco Rostoll,6,Departament de la Presidència,23138,PRE,,2000,15/03/2024,15/03/2024,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
23140,Àrea de Telecomunicacions Digitals,Cap de l'Àrea de Telecomunicacions Digitals,Sr.,Marcelo Escude Pascual,6,Departament de la Presidència,23138,PRE,,0,15/03/2024,15/03/2024,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
23139,Direcció de Serveis Digital,Directora de Serveis Digitals,Sra.,Sandra Lomas Pena,6,Departament de la Presidència,23138,PRE,,0,15/03/2024,14/03/2024,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
21996,Àrea de Transformació d'Entorn Digital de Treball,cap de l'Àrea de Transformació d'Entorn Digital de Treball,Sr.,Eduard Arcusa Costa,6,Departament de la Presidència,23139,PRE,,3000,14/03/2024,23/11/2021,08908,L'Hospitalet de Llobregat,08101,Barcelonès,Salvador Espriu 45-51,41.352067103,2.124148442,
22973,Unitat de Manteniment (IFERCAT),cap de la Unitat de Manteniment,Sr.,Guillermo Yenes Masip,3392,Departament de Territori,23146,PTO,,3000,26/03/2024,18/10/2023,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
22974,Unitat de Sistemes (IFERCAT),cap de la Unitat de Sistemes,Sr.,Mario Comas Barragán,3392,Departament de Territori,23146,PTO,,4000,26/03/2024,18/10/2023,08029,Barcelona,08019,Barcelonès,Josep Tarradellas 2-6,41.381187315,2.142649073,
23150,Comissió Tècnica,,,,13760,Departament d'Interior,23148,INT,,0,22/03/2024,21/03/2024,08009,Barcelona,08019,Barcelonès,Diputació 355,41.395535143,2.173707383,
14318,Secció de Recursos Econòmics i Contractació,cap de la Secció de Recursos Econòmics i Contractació,Sra.,Mayte Palau i Minyana,2221,Departament de Cultura,2328,CLT,,1000,31/05/2022,19/01/2005,08002,Barcelona,08019,Barcelonès,Portaferrissa 1 (Palau Moja),41.383179237,2.171997843,POINT (2.171997843 41.383179237)
2334,Servei de Coordinació de l'Arxiu Nacional de Catalunya,cap del Servei de Coordinació de l'Arxiu Nacional de Catalunya,Sra.,Àngels Bernal i Cercós,2221,Departament de Cultura,2333,CLT,,204000,29/10/2019,19/06/1997,08195,Sant Cugat del Vallès,08205,Vallès Occidental,Jaume I 33-51,41.466147123,2.069522159,POINT (2.069522159 41.466147123)
2335,Àrea dels Fons Històrics,,Sr.,Josep Ribas Solà,2221,Departament de Cultura,2334,CLT,,1000,21/07/2023,19/06/1997,08195,Sant Cugat del Vallès,08205,Vallès Occidental,Jaume I 33-51,41.466147123,2.069522159,
2336,Àrea dels Fons de l'Administració,Cap de l'Àrea dels Fons de l'Administració,Sr.,Enric Terradellas Prat,2221,Departament de Cultura,2334,CLT,,1500,20/09/2023,19/06/1997,08195,Sant Cugat del Vallès,08205,Vallès Occidental,Jaume I 33-51,41.466147123,2.069522159,
2338,"Àrea dels Fons d'Imatges, Gràfics, i Audiovisuals","cap de l'Àrea dels Fons d'Imatges, Gràfics, i Audiovisuals",Sra.,Maria Immaculada Navarro i Molleví,2221,Departament de Cultura,2334,CLT,,3000,18/01/2005,19/06/1997,08195,Sant Cugat del Vallès,08205,Vallès Occidental,Jaume I 33-51,41.466147123,2.069522159,POINT (2.069522159 41.466147123)
16443,Subdirecció General de Promoció Cultural,subdirectora general de de Promoció Cultural,Sra.,Íngrid Llopart Alari,2221,Departament de Cultura,2340,CLT,,30125,23/06/2023,21/12/2007,08002,Barcelona,08019,Barcelonès,La Rambla 7,41.37732826,2.176370818,
2355,Servei de Gestió,cap del Servei de Gestió,Sra.,Margarita Garcia-Alsina Vilardell,2221,Departament de Cultura,2340,CLT,,30375,11/12/2019,19/06/1997,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2350,Servei de Biblioteques,cap del Servei de Biblioteques,Sra.,Sílvia Sanahuja,2221,Departament de Cultura,2340,CLT,,30250,10/11/2022,19/06/1997,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
11198,Central de Biblioteques de Tarragona,cap de la Central de Biblioteques de Tarragona,Sra.,Cristina Barbé Aragonès,2221,Departament de Cultura,2350,CLT,,902000,17/01/2024,17/08/2000,43003,Tarragona,43148,Tarragonès,Estanislau Figueras 2,41.117494787,1.252470822,
11199,Central de Biblioteques de Terres de l'Ebre,cap de la Central de Biblioteques de Terres de l'Ebre,Sra.,Maria Neus Bertomeu Sabaté,2221,Departament de Cultura,2350,CLT,,1002000,26/01/2024,17/08/2000,43500,Tortosa,43155,Baix Ebre,Jaume Ferran 4,40.813611365,0.521355551,
14323,Secció de Coordinació Territorial de Biblioteques,cap de la Secció de Coordinació Territorial de Biblioteques,,,2221,Departament de Cultura,2350,CLT,,402000,24/01/2024,20/01/2005,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,
15634,Negociat de Central de Préstec i Serveis Especials,,Sra.,Adela Zambrano Moreno,2221,Departament de Cultura,2350,CLT,,52000,09/02/2024,31/01/2007,08907,L'Hospitalet de Llobregat,08101,Barcelonès,Mig 40,41.358326588,2.112820358,
16757,Secció de Programes d'Innovació i de Foment de la Lectura,,Sra.,Ana Gloria Mocé Cervera,2221,Departament de Cultura,2350,CLT,,602000,07/11/2023,15/07/2008,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,
14321,Secció de Serveis Digitals,cap de la Secció de Serveis Digitals,Sr.,Rafael Repiso Repiso,2221,Departament de Cultura,2350,CLT,,502000,06/09/2022,20/01/2005,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2782,Biblioteca Pública de Tarragona,directora de la Biblioteca Pública de Tarragona,Sra.,Dolors Saumell Calaf,2221,Departament de Cultura,2350,CLT,,1302000,19/07/2018,19/06/1997,43001,Tarragona,43148,Tarragonès,Fortuny 30,41.113808007,1.24999403,POINT (1.24999403 41.113808007)
2781,Biblioteca Pública de Lleida,directora de la Biblioteca Pública de Lleida,Sra.,Antònia Capdevila Palau,2221,Departament de Cultura,2350,CLT,,1202000,19/07/2018,19/06/1997,25002,Lleida,25120,Segrià,Aragó 10,41.613559708,0.620250382,POINT (0.620250382 41.613559708)
16446,Secció de Gestió de la Col·lecció,cap de la Secció de Gestió de la Col·lecció,Sr.,Francesc Xavier González Cuadra,2221,Departament de Cultura,2350,CLT,,302000,07/06/2022,15/07/2008,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2780,Biblioteca Pública de Girona - Carles Rahola,directora de la Biblioteca Pública de Girona - Carles Rahola,Sra.,Maria Àngels Prat Masferrer,2221,Departament de Cultura,2350,CLT,,1102000,09/02/2022,19/06/1997,17002,Girona,17079,Gironès,Emili Grahit 4 C,41.975002838,2.818345804,POINT (2.818345804 41.975002838)
11200,Central de Biblioteques de Lleida,cap de la Central de Biblioteques de Lleida,Sra.,Nati Moncasí Salvia,2221,Departament de Cultura,2350,CLT,,802000,18/07/2011,17/08/2000,25006,Lleida,25120,Segrià,Serra de Prades 4-6,41.6196029,0.618049681,POINT (0.618049681 41.6196029)
14322,Secció de Planificació i Avaluació dels Serveis Bibliotecaris,cap de la Secció de Planificació i Cooperació,Sra.,Assumpta Carbonell Trulls,2221,Departament de Cultura,2350,CLT,,202000,09/06/2022,20/01/2005,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
11197,Central de Biblioteques de Girona,cap de la Central de Biblioteques de Girona,Sra.,Carme Renedo i Puig,2221,Departament de Cultura,2350,CLT,,702000,04/04/2023,17/08/2000,17005,Girona,17079,Gironès,Bernat Boades 10,41.982653273,2.817265414,
14324,Secció de Recursos i Programació,cap de la Secció de Recursos i Programació,Sra.,Maria Gemma Muñoz Sirviente,2221,Departament de Cultura,2355,CLT,,1000,14/02/2019,20/01/2005,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2358,Oficina de l'Institut Català de les Empreses Culturals a París,delegada de l'Oficina de l'Institut Català de les Empreses Culturals a París,Sra.,Eva Colom Valageas,2221,Departament de Cultura,2356,CLT,,4000,10/10/2019,19/06/1997,75017,París,,França,"50, rue Saint Ferdinand",48.877263,2.286101,POINT (2.286101 48.877263)
2357,Oficina de l'Institut Català de les Empreses Culturals a Berlín,delegada de l'Oficina de l'Institut Català de les Empreses Culturals a Berlín,Sra.,Neus Mèlich Checa,2221,Departament de Cultura,2356,CLT,,1000,29/04/2016,19/06/1997,D-10117,Berlín,,Alemanya,Charlottenstrasse 18,52.508526,13.392248,POINT (13.392248 52.508526)
9780,Oficina de l'Institut Català de les Empreses Culturals a Brussel·les,delegada de l'Oficina de l'Institut Català de les Empreses Culturals a Brussel·les,Sra.,Núria Bultà,2221,Departament de Cultura,2356,CLT,,2000,04/01/2012,05/05/1998,1040,Brussel·les,,Bèlgica,Rue de la Loi / Wetstraat 227 (c/o Delegació del Govern de Catalunya),50.8418974,4.3852082,POINT (4.3852082 50.8418974)
7816,Oficina de l'Institut Català de les Empreses Culturals a Londres,delegada de l'Oficina de l'Institut Català de les Empreses Culturals a Londres,Sra.,Mar Pérez Unanue,2221,Departament de Cultura,2356,CLT,,3000,04/01/2012,09/07/1997,EC4Y 1AA,Londres,,Regne Unit,Fleet Street 17,51.513724,-0.1103656,POINT (-0.1103656 51.513724)
8142,Europa creativa Desk - Media Catalunya,responsable de l'Europa creativa Desk - Media Catalunya,Sr.,Àlex Navarro Garrich,2221,Departament de Cultura,2356,CLT,,106000,29/04/2016,29/09/1997,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
21179,Àrea de Foment de la Llengua Occitana i de la Llengua de Signes Catalana,,,,2221,Departament de Cultura,2362,CLT,,703000,08/08/2023,18/07/2019,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,
22477,Servei de Foment del Català a l'Audiovisual,,,,2221,Departament de Cultura,2362,CLT,,5500,08/08/2023,13/06/2022,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,
15053,"Servei d'Informació, Difusió i Estudis","cap del Servei d'Informació, Difusió i Estudis",Sr.,Anton Ferret i Baig,2221,Departament de Cultura,2362,CLT,,702000,13/06/2022,28/10/2005,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,POINT (2.175559408 41.376908451)
2374,Servei de Foment de l'Ús del Català,cap del Servei de Foment de l'Ús del Català,Sra.,Ester Franquesa Bonet,2221,Departament de Cultura,2362,CLT,,4500,23/06/2021,19/06/1997,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,POINT (2.175559408 41.376908451)
2368,Servei de Recursos Lingüístics,cap del Servei de Recursos Lingüístics,Sra.,Àngels Guerrero Nàjar,2221,Departament de Cultura,2362,CLT,,6750,13/06/2022,19/06/1997,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,POINT (2.175559408 41.376908451)
2365,Secció d'Actuació Administrativa,cap de la Secció d'Actuació Administrativa,Sra.,Montserrat Capelles i Herms,2221,Departament de Cultura,2362,CLT,,804000,13/06/2022,19/06/1997,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
2369,Secció d'Avaluació,cap de la Secció d'Avaluació,Sra.,,2221,Departament de Cultura,2368,CLT,,2000,09/10/2023,19/06/1997,08001,Barcelona,08019,Barcelonès,Portal de Santa Madrona 6-8,41.376908451,2.175559408,
21186,Junta de Govern de la Institució de les Lletres Catalanes,,,,2221,Departament de Cultura,2387,CLT,,0,30/07/2019,30/07/2019,08037,Barcelona,08019,Barcelonès,Mallorca 272,41.395144387,2.164484708,POINT (2.164484708 41.395144387)
21187,Consell Assessor de la Institució de les Lletres Catalanes,,,,2221,Departament de Cultura,2387,CLT,,0,30/07/2019,30/07/2019,08037,Barcelona,08019,Barcelonès,Mallorca 272,41.395144387,2.164484708,POINT (2.164484708 41.395144387)
16447,Subdirecció General de Protecció i Promoció de la Cultura Popular i Tradicional,subdirectora general de Protecció i Promoció de la Cultura Popular i Tradicional,Sra.,Cristina Sanchís Ferrer,2221,Departament de Cultura,2388,CLT,,15500,04/07/2023,21/12/2007,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,
2725,Consell de l'Etnologia Catalana,,,,2221,Departament de Cultura,2388,CLT,,10000,22/01/2016,19/06/1997,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2015465,"Fundació Mediterrània, Fira d'Espectacles d'Arrel Tradicional (FMED)","gerent de la Fundació Mediterrània, Fira d'Espectacles d'Arrel Tradicional",Sra.,Lídia Hinojo Rojas,2221,Departament de Cultura,2388,CLT,G-64329378,3705000,30/08/2019,13/03/2009,08242,Manresa,08113,Bages,Arquitecte Oms 5 (Casa Lluvià),41.726850888,1.822442182,POINT (1.822442182 41.726850888)
2733,Consell de l'Associacionisme Cultural,,,,2221,Departament de Cultura,2388,CLT,,10500,19/11/2014,19/06/1997,08001,Barcelona,08019,Barcelonès,Salvador Seguí 1-9,41.378523094,2.17115587,POINT (2.17115587 41.378523094)
2389,Fonoteca de Música Tradicional Catalana,,,,2221,Departament de Cultura,2388,CLT,,11000,17/01/2005,19/06/1997,08002,Barcelona,08019,Barcelonès,Banca 1-3,41.377166505,2.176894954,POINT (2.176894954 41.377166505)
15436,Farga Palau de Ripoll,,,,2221,Departament de Cultura,2397,CLT,,1700000,,,17500,Ripoll,17147,Ripollès,Farga Catalana 14-16,42.199228535,2.188801008,POINT (2.188801008 42.199228535)
12751,Museu de la Colònia Vidal de Puig-Reig,,,,2221,Departament de Cultura,2397,CLT,,5000,18/01/2005,27/02/2002,08692,Puig-reig,08175,Berguedà,"C-16, Km. 78",41.944386,1.880644,POINT (1.880644 41.944386)
12750,Museu de la Tècnica de Manresa,,,,2221,Departament de Cultura,2397,CLT,,4000,18/01/2005,27/02/2002,08240,Manresa,08113,Bages,Santpedor 55,41.732489761,1.831684523,POINT (1.831684523 41.732489761)
12759,Trens Històrics de Ferrocarrils de la Generalitat de Catalunya,,,,2221,Departament de Cultura,2397,CLT,,16000,18/01/2005,27/02/2002,08021,Barcelona,08019,Barcelonès,Pau Casals 24 8è,41.394157635,2.142268665,POINT (2.142268665 41.394157635)
12752,Museu de les Mines de Cercs,,,,2221,Departament de Cultura,2397,CLT,,6000,18/01/2005,27/02/2002,08696,Cercs,08268,Berguedà,Sant Romà s/n Colònia Sant Corneli,42.183541234,1.853410472,POINT (1.853410472 42.183541234)
12758,Col·lecció d'Automòbils Salvador Claret (Sils),,,,2221,Departament de Cultura,2397,CLT,,15000,18/01/2005,27/02/2002,17410,Sils,17193,Selva,"Nacional-II, Km. 698",41.833453,2.75692,POINT (2.75692 41.833453)
12761,Museu de les Mines de Bellmunt del Priorat,,,,2221,Departament de Cultura,2397,CLT,,11000,18/01/2005,27/02/2002,43738,Bellmunt del Priorat,43023,Priorat,Mina s/n,41.161237087,0.76241116,POINT (0.76241116 41.161237087)
12757,Museu del Ferrocarril de Vilanova i la Geltrú,,,,2221,Departament de Cultura,2397,CLT,,9000,18/01/2005,27/02/2002,08800,Vilanova i la Geltrú,08307,Garraf,Eduard Maristany s/n (Av. del Ferrocarril),41.220903086,1.7310957462,POINT (1.7310957462 41.220903086)
12749,Museu de la Pell d'Igualada i Comarcal de l'Anoia,,,,2221,Departament de Cultura,2397,CLT,,3000,18/01/2005,27/02/2002,08700,Igualada,08102,Anoia,Doctor Joan Mercader s/n,41.576856454,1.6135674,POINT (1.6135674 41.576856454)
12747,Museu de la Colònia Sedó d'Esparreguera,,,,2221,Departament de Cultura,2397,CLT,,1750,27/07/2012,27/02/2002,08292,Esparreguera,08076,Baix Llobregat,Continues s/n (Àrea Industrial Can Sedó),41.548301409,1.872889033,POINT (1.872889033 41.548301409)
12753,Serradora d'Àreu,,,,2221,Departament de Cultura,2397,CLT,,13000,18/01/2005,27/02/2002,25575,Àreu,,Alins,,,,
12755,Museu del Suro de Palafrugell,,,,2221,Departament de Cultura,2397,CLT,,7000,18/01/2005,27/02/2002,17200,Palafrugell,17117,Baix Empordà,Museu del Suro s/n,41.918595382,3.165116293,POINT (3.165116293 41.918595382)
12760,Museu del Ciment de Castellar de N'Hug,,,,2221,Departament de Cultura,2397,CLT,,10000,03/06/2021,27/02/2002,08696,Castellar de n'Hug,08052,Berguedà,Paratge del Clot del Moro s/n,42.260242,1.97848,POINT (1.97848 42.260242)
12756,Museu de l'Estampació de Premià de Mar,,,,2221,Departament de Cultura,2397,CLT,,8000,18/01/2005,27/02/2002,08330,Premià de Mar,08172,Maresme,Joan XXIII 2-8 nau 2 (antiga fàbrica de gas),41.488422146,2.353212308,POINT (2.353212308 41.488422146)
12754,Farinera de Castelló d'Empúries,,,,2221,Departament de Cultura,2397,CLT,,14000,18/01/2005,27/02/2002,17486,Castelló d'Empúries,17047,Alt Empordà,Sant Francesc 5-7,42.25858241,3.076525431,POINT (3.076525431 42.25858241)
8487,Museu-Ruïnes d'Ullastret,responsable del Museu-Ruïnes d'Ullastret,Sr.,Gabriel de Prado Cordero,2221,Departament de Cultura,2398,CLT,,4000,18/01/2005,24/10/1997,17133,Ullastret,17205,Baix Empordà,Afores s/n - Puig de Sant Andreu,42.005948,3.079416,POINT (3.079416 42.005948)
12737,Museu d'Arqueologia de Catalunya - Girona,director del Museu d'Arqueologia de Catalunya - Girona,Sr.,Ramon Buxó Capdevila,2221,Departament de Cultura,2398,CLT,,500,31/07/2012,19/02/2002,17007,Girona,17079,Gironès,Pedret 95 (Serveis Centrals),42.00034582,2.824277475,POINT (2.824277475 42.00034582)
8485,Sant Pere de Galligants,,,,2221,Departament de Cultura,2398,CLT,,2000,18/01/2005,24/10/1997,17007,Girona,17079,Gironès,Santa Llúcia s/n (Monestir de Sant Pere de Galligants),41.989039968,2.826421021,POINT (2.826421021 41.989039968)
8484,Conjunt Monumental d'Empúries,directora del Conjunt Monumental d'Empúries,Sra.,Marta Santos Retolaza,2221,Departament de Cultura,2398,CLT,,1000,18/01/2005,24/10/1997,17130,L'Escala,17062,Alt Empordà,Puig i Cadafalch s/n (Carretera del Museu),42.128045339,3.120966952,POINT (3.120966952 42.128045339)
8486,Ruïnes d'Olèrdola,directora de les Ruïnes d'Olèrdola,Sra.,Núria Molist Capella,2221,Departament de Cultura,2398,CLT,,1500,18/12/2008,24/10/1997,08734,Olèrdola,08145,Alt Penedès,BV-2443 Castell d'Olèrdola,41.30403,1.709808,POINT (1.709808 41.30403)
12737,Museu d'Arqueologia de Catalunya - Girona,director del Museu d'Arqueologia de Catalunya - Girona,Sr.,Ramon Buxó Capdevila,2221,Departament de Cultura,2398,CLT,,500,31/07/2012,19/02/2002,17007,Girona,,Gironès,,,,
2306,Centre d'Arqueologia Subaquàtica de Catalunya,responsable del Centre d'Arqueologia Subaquàtica de Catalunya,Sra.,Rut Geli Mauri,2221,Departament de Cultura,2398,CLT,,750,10/10/2019,19/06/1997,17007,Girona,17079,Gironès,Pedret 95,42.00034582,2.824277475,POINT (2.824277475 42.00034582)
13281,Gestió Econòmica i Recursos Humans,responsable de Gestió Econòmica i Recursos Humans,Sra.,Sílvia Fuster i Matilla,11757,Comissió Jurídica Assessora,24,PRE,,2000,22/06/2018,15/10/2002,08002,Barcelona,08019,Barcelonès,Nova 2-3,41.384220717,2.174953419,POINT (2.174953419 41.384220717)
13283,Serveis Editorials,responsable de Serveis Editorials,Sra.,Marta Albertí i Casas,11757,Comissió Jurídica Assessora,24,PRE,,2875,22/06/2018,15/10/2002,08002,Barcelona,08019,Barcelonès,Nova 2-3,41.384220717,2.174953419,POINT (2.174953419 41.384220717)
12780,Gabinet de Dibuixos i Gravats,,,,2221,Departament de Cultura,2404,CLT,,3000,30/07/2019,18/03/2002,08038,Barcelona,08019,Barcelonès,Mirador Palau Nacional (Parc de Montjuïc),41.368944288,2.153242172,POINT (2.153242172 41.368944288)
11563,Museu del Cau Ferrat,,,,2221,Departament de Cultura,2404,CLT,,9000,30/07/2019,24/11/2000,08870,Sitges,08270,Garraf,Fonollar s/n,41.235019014,1.812666223,POINT (1.812666223 41.235019014)
9779,Biblioteca General d'Història de l'Art,,,,2221,Departament de Cultura,2404,CLT,,6000,30/07/2019,05/05/1998,08038,Barcelona,08019,Barcelonès,Mirador Palau Nacional (Parc de Montjuïc),41.368944288,2.153242172,POINT (2.153242172 41.368944288)
22423,Administrador/a del MNAC,Administrador del MNAC,Sr.,Víctor Magrans,2221,Departament de Cultura,2404,CLT,,0,13/09/2022,13/09/2022,,,,,,,,
11562,Biblioteca Museu Víctor Balaguer,directora executiva de la Biblioteca Museu Víctor Balaguer,Sra.,Montserrat Comas Güell,2221,Departament de Cultura,2404,CLT,,8000,30/07/2019,24/11/2000,08800,Vilanova i la Geltrú,08307,Garraf,Víctor Balaguer s/n,41.221397944,1.729655583,POINT (1.729655583 41.221397944)
